t_s,t_wall,prefix_cache_queries,prefix_cache_hits,preemptions,kv_cache_usage,requests_running,requests_waiting,prompt_tokens,generation_tokens,request_success,iteration_tokens,prefix_cache_hit_rate_window
0.02,1789128128.0452,280252640.0,259762176.0,2.0,0.0,0.0,0.0,280182273.0,3851326.0,10244.0,24272559.0,
2.03,1789128130.0539,280260377.0,259766144.0,2.0,0.0143,1.0,0.0,280190010.0,3851594.0,10244.0,24276596.0,0.5129
4.05,1789128132.0671,280264239.0,259768144.0,2.0,0.0149,1.0,0.0,280193872.0,3852037.0,10245.0,24278901.0,0.5179
6.06,1789128134.0824,280290558.0,259786400.0,2.0,0.0536,3.0,0.0,280220191.0,3852525.0,10245.0,24287452.0,0.6936
8.07,1789128136.0955,280298824.0,259794176.0,2.0,0.054,3.0,0.0,280228457.0,3853266.0,10246.0,24288683.0,0.9407
10.09,1789128138.1099,280329704.0,259820608.0,2.0,0.0614,3.0,0.0,280259337.0,3853861.0,10248.0,24293726.0,0.856
12.1,1789128140.1227,280352803.0,259840624.0,2.0,0.0672,3.0,0.0,280282436.0,3854503.0,10250.0,24297451.0,0.8665
14.12,1789128142.1384,280386484.0,259863968.0,2.0,0.0704,3.0,0.0,280294923.0,3855203.0,10252.0,24298654.0,0.6931
16.13,1789128144.1541,280399172.0,259876464.0,2.0,0.0972,4.0,0.0,280328805.0,3855767.0,10252.0,24309244.0,0.9849
18.14,1789128146.1643,280407695.0,259880976.0,2.0,0.1061,5.0,0.0,280337328.0,3856757.0,10252.0,24314245.0,0.5294
20.15,1789128148.1748,280429662.0,259902288.0,2.0,0.1078,5.0,0.0,280346354.0,3857795.0,10254.0,24315749.0,0.9702
22.17,1789128150.1946,280453010.0,259913344.0,2.0,0.1091,6.0,0.0,280365273.0,3858749.0,10255.0,24319750.0,0.4735
24.19,1789128152.2072,280501797.0,259947168.0,2.0,0.1312,7.0,0.0,280431430.0,3859230.0,10257.0,24344628.0,0.6933
26.2,1789128154.2212,280546437.0,259987840.0,2.0,0.1517,9.0,0.0,280476070.0,3860597.0,10260.0,24349963.0,0.9111
28.21,1789128156.2288,280594872.0,260030032.0,2.0,0.1601,10.0,0.0,280507118.0,3862048.0,10263.0,24357470.0,0.8711
30.22,1789128158.2398,280643827.0,260076960.0,2.0,0.1345,9.0,0.0,280573460.0,3863548.0,10268.0,24361184.0,0.9586
32.23,1789128160.2505,280649851.0,260082784.0,2.0,0.0715,3.0,0.0,280579484.0,3864695.0,10275.0,24362531.0,0.9668
34.24,1789128162.264,280672638.0,260105392.0,2.0,0.0983,4.0,0.0,280602271.0,3865543.0,10275.0,24363558.0,0.9921
36.29,1789128164.3085,280707603.0,260134400.0,2.0,0.093,4.0,0.0,280637236.0,3866250.0,10277.0,24370222.0,0.8296
38.31,1789128166.3306,280743816.0,260166848.0,2.0,0.0904,4.0,0.0,280673449.0,3867184.0,10280.0,24374921.0,0.896
40.32,1789128168.3453,280797340.0,260218352.0,2.0,0.1033,6.0,0.0,280726973.0,3868193.0,10282.0,24377950.0,0.9623
42.34,1789128170.3578,280851523.0,260263264.0,2.0,0.11,6.0,0.0,280781156.0,3868980.0,10285.0,24388008.0,0.8289
44.35,1789128172.3726,280851523.0,260263264.0,2.0,0.0993,5.0,0.0,280781156.0,3870198.0,10286.0,24389226.0,
46.37,1789128174.3865,280906459.0,260317600.0,2.0,0.1129,5.0,0.0,280836092.0,3871326.0,10289.0,24390954.0,0.9891
48.38,1789128176.4001,280982213.0,260385680.0,2.0,0.124,7.0,0.0,280911846.0,3872276.0,10292.0,24399578.0,0.8987
50.39,1789128178.4145,280991272.0,260394272.0,2.0,0.127,7.0,0.0,280920905.0,3873621.0,10293.0,24401390.0,0.9484
52.41,1789128180.4295,281023859.0,260426336.0,2.0,0.1204,6.0,0.0,280953492.0,3874809.0,10296.0,24403101.0,0.984
54.42,1789128182.4439,281075743.0,260477376.0,2.0,0.1168,5.0,0.0,280988528.0,3875877.0,10300.0,24404613.0,0.9837
56.44,1789128184.4587,281102283.0,260503552.0,2.0,0.1188,5.0,0.0,281031916.0,3876866.0,10302.0,24406366.0,0.9863
58.45,1789128186.4727,281180410.0,260578528.0,2.0,0.114,4.0,0.0,281110043.0,3877597.0,10307.0,24410248.0,0.9597
60.46,1789128188.4855,281180410.0,260578528.0,2.0,0.1155,4.0,0.0,281110043.0,3878425.0,10307.0,24411076.0,
62.48,1789128190.4991,281209998.0,260607040.0,2.0,0.1016,3.0,0.0,281139631.0,3879043.0,10309.0,24412770.0,0.9636
64.49,1789128192.5129,281209998.0,260607040.0,2.0,0.1027,3.0,0.0,281139631.0,3879682.0,10309.0,24413409.0,
66.51,1789128194.5293,281209998.0,260607040.0,2.0,0.1039,3.0,0.0,281139631.0,3880321.0,10309.0,24414048.0,
68.52,1789128196.5392,281246557.0,260639920.0,2.0,0.1064,3.0,0.0,281176190.0,3880836.0,10311.0,24418242.0,0.8994
70.54,1789128198.5566,281262160.0,260655312.0,2.0,0.1077,3.0,0.0,281191793.0,3881457.0,10312.0,24419074.0,0.9865
72.55,1789128200.5744,281262160.0,260655312.0,2.0,0.1089,3.0,0.0,281191793.0,3882099.0,10312.0,24419716.0,
74.57,1789128202.5861,281262160.0,260655312.0,2.0,0.0661,2.0,0.0,281191793.0,3882668.0,10313.0,24420285.0,
76.58,1789128204.6003,281262160.0,260655312.0,2.0,0.0397,1.0,0.0,281191793.0,3883033.0,10314.0,24420650.0,
78.59,1789128206.6081,281262160.0,260655312.0,2.0,0.0402,1.0,0.0,281191793.0,3883340.0,10314.0,24420957.0,
80.6,1789128208.6222,281262160.0,260655312.0,2.0,0.0408,1.0,0.0,281191793.0,3883646.0,10314.0,24421263.0,
82.61,1789128210.6357,281262160.0,260655312.0,2.0,0.0413,1.0,0.0,281191793.0,3883952.0,10314.0,24421569.0,
84.62,1789128212.6442,281286244.0,260662240.0,2.0,0.0722,2.0,0.0,281215877.0,3884125.0,10314.0,24438898.0,0.2877
86.64,1789128214.6576,281286244.0,260662240.0,2.0,0.0436,1.0,0.0,281215877.0,3884432.0,10315.0,24439205.0,
88.65,1789128216.6665,281310598.0,260686400.0,2.0,0.0436,1.0,0.0,281240231.0,3884712.0,10316.0,24439679.0,0.992
90.66,1789128218.6786,281310598.0,260686400.0,2.0,0.0441,1.0,0.0,281240231.0,3885012.0,10316.0,24439979.0,
92.67,1789128220.6925,281310598.0,260686400.0,2.0,0.0446,1.0,0.0,281240231.0,3885310.0,10316.0,24440277.0,
94.69,1789128222.7062,281310598.0,260686400.0,2.0,0.0452,1.0,0.0,281240231.0,3885608.0,10316.0,24440575.0,
96.7,1789128224.7193,281310598.0,260686400.0,2.0,0.0457,1.0,0.0,281240231.0,3885905.0,10316.0,24440872.0,
98.71,1789128226.7321,281310598.0,260686400.0,2.0,0.0462,1.0,0.0,281240231.0,3886200.0,10316.0,24441167.0,
100.73,1789128228.7468,281310598.0,260686400.0,2.0,0.0467,1.0,0.0,281240231.0,3886494.0,10316.0,24441461.0,
102.74,1789128230.7625,281310598.0,260686400.0,2.0,0.0473,1.0,0.0,281240231.0,3886788.0,10316.0,24441755.0,
104.76,1789128232.7781,281339444.0,260710800.0,2.0,0.0516,1.0,0.0,281269077.0,3886986.0,10317.0,24446399.0,0.8459
106.77,1789128234.7917,281339444.0,260710800.0,2.0,0.0521,1.0,0.0,281269077.0,3887270.0,10317.0,24446683.0,
108.78,1789128236.8054,281339444.0,260710800.0,2.0,0.0526,1.0,0.0,281269077.0,3887552.0,10317.0,24446965.0,
110.8,1789128238.8206,281372953.0,260739744.0,2.0,0.0598,1.0,0.0,281302586.0,3887738.0,10318.0,24451716.0,0.8638
112.81,1789128240.8342,281372953.0,260739744.0,2.0,0.0602,1.0,0.0,281302586.0,3888006.0,10318.0,24451984.0,
114.83,1789128242.8481,281372953.0,260739744.0,2.0,0.0607,1.0,0.0,281302586.0,3888274.0,10318.0,24452252.0,
