run_id,student,persona,burst,start_s,duration_s,steps,failed_steps,context_tokens,phase
scen_koudestart_s20,10,worstelaar,1,3.976,3.028,3,0,4281,measure
scen_koudestart_s20,8,worstelaar,1,0.633,12.113,6,0,4478,measure
scen_koudestart_s20,19,gemiddelde,1,8.698,11.146,4,0,7700,measure
scen_koudestart_s20,12,gemiddelde,1,8.712,20.896,11,0,10223,measure
scen_koudestart_s20,15,afhaker,1,41.626,6.113,3,0,2805,measure
scen_koudestart_s20,1,gemiddelde,1,32.377,22.461,10,0,8211,measure
scen_koudestart_s20,0,worstelaar,1,52.87,7.189,3,0,4849,measure
scen_koudestart_s20,2,gemiddelde,1,43.522,16.974,4,0,6339,measure
scen_koudestart_s20,3,gemiddelde,1,45.428,21.86,6,0,7822,measure
scen_koudestart_s20,18,gemiddelde,1,55.215,12.641,4,0,6600,measure
scen_koudestart_s20,4,gemiddelde,1,49.398,24.337,7,0,8355,measure
scen_koudestart_s20,14,afhaker,1,72.502,4.997,3,0,3291,measure
scen_koudestart_s20,6,doorpakker,1,27.872,50.107,17,0,14336,measure
scen_koudestart_s20,7,doorpakker,1,44.045,42.458,13,0,13096,measure
scen_koudestart_s20,19,gemiddelde,2,57.951,31.568,10,0,11556,measure
scen_koudestart_s20,16,gemiddelde,1,77.937,11.611,4,0,5507,measure
scen_koudestart_s20,13,gemiddelde,1,69.209,31.483,11,0,7497,measure
scen_koudestart_s20,9,worstelaar,1,93.849,19.654,6,0,5760,measure
scen_koudestart_s20,8,worstelaar,2,104.586,13.668,6,0,4659,measure
scen_koudestart_s20,17,doorpakker,1,82.853,36.33,15,0,15446,measure
scen_koudestart_s20,1,gemiddelde,2,134.024,6.839,4,0,5375,measure
scen_koudestart_s20,18,gemiddelde,2,127.99,14.416,4,0,6065,measure
scen_koudestart_s20,16,gemiddelde,2,128.367,25.536,6,0,7303,measure
scen_koudestart_s20,7,doorpakker,2,120.143,36.13,11,0,11581,measure
scen_koudestart_s20,6,doorpakker,2,114.655,42.699,13,0,11908,measure
scen_koudestart_s20,4,gemiddelde,2,129.432,34.15,11,0,9650,measure
scen_koudestart_s20,19,gemiddelde,3,138.313,26.822,11,0,9669,measure
scen_koudestart_s20,17,doorpakker,2,132.224,37.176,11,0,13602,measure
scen_koudestart_s20,11,worstelaar,1,173.482,14.111,6,0,6663,measure
scen_koudestart_s20,16,gemiddelde,3,184.516,20.184,4,0,4107,measure
scen_koudestart_s20,13,gemiddelde,2,190.28,28.991,7,0,7426,measure
scen_koudestart_s20,10,worstelaar,2,215.204,8.07,3,0,2956,measure
scen_koudestart_s20,18,gemiddelde,3,203.466,24.525,6,0,9210,measure
scen_koudestart_s20,1,gemiddelde,3,209.884,28.228,7,0,6827,measure
scen_koudestart_s20,0,worstelaar,2,230.286,8.586,3,0,5045,measure
scen_koudestart_s20,6,doorpakker,3,171.517,69.7,21,0,12864,measure
scen_koudestart_s20,7,doorpakker,3,189.689,53.596,13,0,11876,measure
scen_koudestart_s20,17,doorpakker,3,192.199,52.555,13,0,12659,measure
scen_koudestart_s20,3,gemiddelde,2,239.877,5.332,3,0,6234,measure
scen_koudestart_s20,12,gemiddelde,2,229.335,16.619,8,0,8754,measure
scen_koudestart_s20,8,worstelaar,3,229.111,16.948,4,0,5025,measure
