t_s,t_wall,prefix_cache_queries,prefix_cache_hits,preemptions,kv_cache_usage,requests_running,requests_waiting,prompt_tokens,generation_tokens,request_success,iteration_tokens,prefix_cache_hit_rate_window
0.02,1789121667.7796,167076494.0,156631488.0,1.0,0.0,0.0,0.0,167076494.0,2206703.0,5986.0,12651709.0,
2.04,1789121669.795,167080894.0,156632624.0,1.0,0.0083,1.0,0.0,167080894.0,2206944.0,5986.0,12655214.0,0.2582
4.05,1789121671.8078,167083458.0,156633760.0,1.0,0.0115,2.0,0.0,167080894.0,2207340.0,5986.0,12655610.0,0.4431
6.06,1789121673.822,167086593.0,156636400.0,1.0,0.0135,2.0,0.0,167086593.0,2207968.0,5987.0,12658161.0,0.8421
8.08,1789121675.8352,167094886.0,156644000.0,1.0,0.0092,1.0,0.0,167094886.0,2208510.0,5990.0,12659396.0,0.9164
10.09,1789121677.8509,167112425.0,156651232.0,1.0,0.0279,3.0,0.0,167112425.0,2209020.0,5991.0,12670213.0,0.4123
12.11,1789121679.8655,167112425.0,156651232.0,1.0,0.0294,3.0,0.0,167112425.0,2209848.0,5991.0,12671041.0,
14.12,1789121681.8817,167126677.0,156661008.0,1.0,0.0369,3.0,0.0,167126677.0,2210544.0,5993.0,12676213.0,0.6859
16.14,1789121683.897,167137672.0,156671232.0,1.0,0.0391,3.0,0.0,167137672.0,2211319.0,5995.0,12677759.0,0.9299
18.15,1789121685.9133,167151801.0,156684944.0,1.0,0.0393,3.0,0.0,167151801.0,2212083.0,5997.0,12678940.0,0.9705
20.17,1789121687.9276,167160295.0,156693104.0,1.0,0.0408,3.0,0.0,167160295.0,2212875.0,5998.0,12680066.0,0.9607
22.19,1789121689.9475,167166546.0,156699200.0,1.0,0.028,2.0,0.0,167166546.0,2213665.0,6000.0,12681011.0,0.9752
24.2,1789121691.9622,167194437.0,156723360.0,1.0,0.0465,3.0,0.0,167194437.0,2214339.0,6002.0,12685416.0,0.8662
26.22,1789121693.9772,167194437.0,156723360.0,1.0,0.0335,2.0,0.0,167194437.0,2215025.0,6003.0,12686102.0,
28.23,1789121695.9899,167235532.0,156750416.0,1.0,0.0538,3.0,0.0,167226112.0,2215371.0,6006.0,12692203.0,0.6584
30.25,1789121698.0053,167242723.0,156757440.0,1.0,0.0589,3.0,0.0,167242723.0,2216022.0,6007.0,12701305.0,0.9768
32.26,1789121700.0201,167251839.0,156764704.0,1.0,0.0632,3.0,0.0,167251839.0,2216718.0,6008.0,12703853.0,0.7968
34.27,1789121702.0315,167258873.0,156765840.0,1.0,0.0289,2.0,0.0,167258873.0,2217389.0,6010.0,12710422.0,0.1615
36.29,1789121704.0448,167266405.0,156772912.0,1.0,0.0303,2.0,0.0,167266405.0,2217984.0,6011.0,12711477.0,0.9389
38.3,1789121706.0598,167284924.0,156789920.0,1.0,0.0313,2.0,0.0,167284924.0,2218546.0,6013.0,12713550.0,0.9184
40.31,1789121708.0681,167295918.0,156800704.0,1.0,0.0323,2.0,0.0,167295918.0,2219134.0,6014.0,12714348.0,0.9809
42.32,1789121710.0768,167310110.0,156812880.0,1.0,0.0368,3.0,0.0,167310110.0,2219753.0,6015.0,12716983.0,0.8579
44.33,1789121712.0899,167337451.0,156826576.0,1.0,0.0588,5.0,0.0,167328325.0,2220402.0,6016.0,12723287.0,0.5009
46.35,1789121714.1057,167359782.0,156842304.0,1.0,0.0749,6.0,0.0,167359782.0,2221362.0,6018.0,12738840.0,0.7043
48.36,1789121716.1215,167407443.0,156887776.0,1.0,0.0727,5.0,0.0,167407443.0,2222579.0,6024.0,12742246.0,0.9541
50.38,1789121718.1368,167425150.0,156901344.0,1.0,0.0865,7.0,0.0,167425150.0,2223883.0,6025.0,12747689.0,0.7663
52.39,1789121720.1529,167458240.0,156932928.0,1.0,0.0843,6.0,0.0,167458240.0,2225273.0,6030.0,12750585.0,0.9545
54.41,1789121722.1659,167505246.0,156973696.0,1.0,0.0964,7.0,0.0,167505246.0,2226450.0,6035.0,12758000.0,0.8673
56.42,1789121724.1805,167542731.0,157003616.0,1.0,0.0972,7.0,0.0,167542731.0,2227712.0,6040.0,12766827.0,0.7982
58.43,1789121726.1933,167588471.0,157046752.0,1.0,0.1025,7.0,0.0,167588471.0,2229060.0,6045.0,12770779.0,0.9431
60.45,1789121728.2062,167630927.0,157088288.0,1.0,0.1043,7.0,0.0,167623557.0,2230432.0,6050.0,12772869.0,0.9783
62.46,1789121730.2234,167658223.0,157112976.0,1.0,0.0731,4.0,0.0,167658223.0,2231550.0,6055.0,12776797.0,0.9045
64.48,1789121732.2377,167703750.0,157154320.0,1.0,0.0914,4.0,0.0,167703750.0,2232352.0,6058.0,12781782.0,0.9081
66.49,1789121734.2493,167758436.0,157206736.0,1.0,0.092,4.0,0.0,167758436.0,2233153.0,6062.0,12784853.0,0.9585
68.5,1789121736.2596,167758436.0,157206736.0,1.0,0.0937,4.0,0.0,167758436.0,2234081.0,6062.0,12785781.0,
70.52,1789121738.2744,167777112.0,157221328.0,1.0,0.0736,4.0,0.0,167777112.0,2234976.0,6064.0,12790760.0,0.7813
72.53,1789121740.2876,167794859.0,157222480.0,1.0,0.1037,5.0,0.0,167777112.0,2235524.0,6064.0,12791308.0,0.0649
74.55,1789121742.3038,167814746.0,157239824.0,1.0,0.1101,6.0,0.0,167814746.0,2236641.0,6066.0,12811563.0,0.8721
76.56,1789121744.3198,167827298.0,157250080.0,1.0,0.1153,6.0,0.0,167827298.0,2237841.0,6068.0,12815059.0,0.8171
78.57,1789121746.3331,167851973.0,157269056.0,1.0,0.1254,7.0,0.0,167851973.0,2238928.0,6069.0,12821845.0,0.769
80.59,1789121748.3482,167873699.0,157290416.0,1.0,0.1273,7.0,0.0,167873699.0,2240314.0,6071.0,12823597.0,0.9832
82.61,1789121750.3644,167915974.0,157332112.0,1.0,0.1297,7.0,0.0,167915974.0,2241660.0,6074.0,12825522.0,0.9863
84.62,1789121752.3823,167945393.0,157353424.0,1.0,0.122,7.0,0.0,167945393.0,2242791.0,6076.0,12834760.0,0.7244
86.64,1789121754.3955,167993578.0,157394976.0,1.0,0.1309,7.0,0.0,167993578.0,2243905.0,6080.0,12842507.0,0.8623
88.65,1789121756.4103,167998507.0,157398416.0,1.0,0.1339,7.0,0.0,167998507.0,2245293.0,6081.0,12845384.0,0.6979
90.67,1789121758.4265,168038340.0,157437840.0,1.0,0.1262,6.0,0.0,168038340.0,2246597.0,6084.0,12847097.0,0.9897
92.68,1789121760.4397,168074983.0,157471072.0,1.0,0.0931,5.0,0.0,168074983.0,2247673.0,6089.0,12851584.0,0.9069
94.7,1789121762.4555,168078471.0,157472208.0,1.0,0.0994,6.0,0.0,168078471.0,2248831.0,6089.0,12855094.0,0.3257
96.71,1789121764.4702,168102490.0,157495136.0,1.0,0.1028,6.0,0.0,168102490.0,2250092.0,6092.0,12857446.0,0.9546
98.72,1789121766.4779,168138671.0,157525664.0,1.0,0.1135,6.0,0.0,168128113.0,2251144.0,6095.0,12863993.0,0.8438
100.75,1789121768.5039,168142891.0,157529680.0,1.0,0.058,4.0,0.0,168142891.0,2252385.0,6098.0,12865596.0,0.9517
102.76,1789121770.5179,168185356.0,157570672.0,1.0,0.0902,5.0,0.0,168185356.0,2253429.0,6101.0,12868113.0,0.9653
104.78,1789121772.534,168226698.0,157610880.0,1.0,0.093,5.0,0.0,168226698.0,2254451.0,6106.0,12870269.0,0.9726
106.79,1789121774.5483,168257863.0,157641200.0,1.0,0.0883,4.0,0.0,168257863.0,2255496.0,6109.0,12872159.0,0.9729
108.8,1789121776.562,168282597.0,157664304.0,1.0,0.0888,4.0,0.0,168282597.0,2256338.0,6111.0,12874631.0,0.9341
110.82,1789121778.5767,168291703.0,157673088.0,1.0,0.0699,3.0,0.0,168291703.0,2257219.0,6113.0,12875834.0,0.9646
112.83,1789121780.5923,168304726.0,157685952.0,1.0,0.0383,2.0,0.0,168304726.0,2257920.0,6115.0,12876694.0,0.9878
114.84,1789121782.6014,168339906.0,157717744.0,1.0,0.0764,3.0,0.0,168339906.0,2258515.0,6116.0,12880677.0,0.9037
116.85,1789121784.6136,168357103.0,157728224.0,1.0,0.0887,4.0,0.0,168357103.0,2259101.0,6117.0,12887980.0,0.6094
118.86,1789121786.6219,168395102.0,157762400.0,1.0,0.1018,6.0,0.0,168395102.0,2260040.0,6119.0,12892742.0,0.8994
120.87,1789121788.6289,168399429.0,157766464.0,1.0,0.0798,5.0,0.0,168399429.0,2261159.0,6121.0,12894124.0,0.9392
122.88,1789121790.6412,168414257.0,157777248.0,1.0,0.0878,6.0,0.0,168414257.0,2262237.0,6122.0,12899246.0,0.7273
124.9,1789121792.6555,168464791.0,157824816.0,1.0,0.0748,5.0,0.0,168459768.0,2263261.0,6129.0,12903045.0,0.9413
126.91,1789121794.6706,168475938.0,157834368.0,1.0,0.0778,5.0,0.0,168475938.0,2264270.0,6131.0,12905840.0,0.8569
128.93,1789121796.6875,168494245.0,157850864.0,1.0,0.0819,5.0,0.0,168494245.0,2265276.0,6134.0,12908657.0,0.9011
130.95,1789121798.71,168547088.0,157889776.0,1.0,0.1062,6.0,0.0,168538730.0,2265941.0,6137.0,12923135.0,0.7364
