t_s,t_wall,prefix_cache_queries,prefix_cache_hits,preemptions,kv_cache_usage,requests_running,requests_waiting,prompt_tokens,generation_tokens,request_success,iteration_tokens,prefix_cache_hit_rate_window
0.02,1788912807.7017,10.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,1.0,18.0,
2.04,1788912809.7166,12410.0,0.0,0.0,0.0105,1.0,0.0,12410.0,175.0,1.0,12585.0,0.0
4.05,1788912811.7319,38339.0,18496.0,0.0,0.017,2.0,0.0,38339.0,525.0,2.0,20368.0,0.7133
6.07,1788912813.749,70402.0,25456.0,0.0,0.0244,2.0,1.0,38339.0,602.0,3.0,20445.0,0.2171
8.08,1788912815.7651,100134.0,41104.0,0.0,0.0381,3.0,0.0,38339.0,604.0,3.0,20447.0,0.5263
10.1,1788912817.779,100134.0,41104.0,0.0,0.0436,3.0,0.0,100134.0,717.0,3.0,59747.0,
12.11,1788912819.7941,146034.0,85680.0,0.0,0.0446,3.0,0.0,146034.0,1135.0,5.0,61489.0,0.9712
14.13,1788912821.8139,146034.0,85680.0,0.0,0.045,3.0,0.0,146034.0,1606.0,5.0,61960.0,
16.15,1788912823.8294,186425.0,101968.0,0.0,0.0587,4.0,0.0,146034.0,1612.0,5.0,61966.0,0.4033
18.16,1788912825.8458,186425.0,101968.0,0.0,0.0652,4.0,0.0,146034.0,1615.0,5.0,61969.0,
20.18,1788912827.8604,209800.0,113328.0,0.0,0.0754,5.0,0.0,209800.0,1768.0,5.0,98240.0,0.486
22.19,1788912829.8746,261247.0,146304.0,0.0,0.0858,7.0,0.0,233189.0,2214.0,6.0,102779.0,0.641
24.21,1788912831.8898,302625.0,166784.0,0.0,0.0978,8.0,1.0,261247.0,2227.0,6.0,117170.0,0.4949
26.23,1788912833.9114,302625.0,166784.0,0.0,0.1047,8.0,1.0,261247.0,2234.0,6.0,117177.0,
28.27,1788912835.9522,329775.0,180464.0,0.0,0.1184,9.0,2.0,302625.0,2249.0,6.0,138090.0,0.5039
30.28,1788912837.9662,371921.0,202608.0,0.0,0.1321,11.0,1.0,329775.0,2266.0,6.0,151577.0,0.5254
