run_id,label,kind,students,context_tokens,activity,shared_fraction,grade,grade_brief,ttft_p50_s,ttft_p90_s,ttft_p99_s,burst_p50_s,burst_p90_s,decode_tps_p50,requests,requests_failed,error_rate,bursts,prefix_cache_hit_rate,preemptions,kv_cache_usage_avg,kv_cache_usage_peak,queue_depth_avg,queue_depth_peak,server_prefill_tps,server_decode_tps,client_output_tps,compactions,compactions_per_100_steps,context_tokens_peak,max_students_ok,reasons,warnings,duration_s
les_90min,"Lesvalidatie 90 minuten, 20 studenten",lesson,20,32000,normaal,0.5,rood,rood,0.336,4.7694,36.0904,102.1373,314.1322,19.7853,2254,2,0.0009,318,0.8914,4.0,0.6019,0.9998,0.6035,16.0,9745.8687,152.902,133.1624,146,6.4831,73738,,p90 doorlooptijd instructie 314s; 0.1% van de verzoeken faalde; 4 preempties,KV-cache piekte op 100% -- weinig marge; wachtrij piekte op 16 verzoeken,5444.7
