t_s,t_wall,prefix_cache_queries,prefix_cache_hits,preemptions,kv_cache_usage,requests_running,requests_waiting,prompt_tokens,generation_tokens,request_success,iteration_tokens,prefix_cache_hit_rate_window
0.03,1789128569.8948,284200318.0,263363280.0,2.0,0.0,0.0,0.0,284129951.0,3943487.0,10441.0,24711294.0,
2.07,1789128571.941,284217184.0,263371824.0,2.0,0.0304,1.0,0.0,284146817.0,3943648.0,10441.0,24719777.0,0.5066
4.09,1789128573.9546,284239956.0,263389024.0,2.0,0.0411,2.0,0.0,284169589.0,3944110.0,10442.0,24725811.0,0.7553
6.1,1789128575.968,284296683.0,263416336.0,2.0,0.0978,5.0,0.0,284189791.0,3944277.0,10442.0,24737700.0,0.4815
8.11,1789128577.9827,284308545.0,263428080.0,2.0,0.1114,5.0,0.0,284238178.0,3945052.0,10443.0,24756286.0,0.9901
10.13,1789128579.9963,284308545.0,263428080.0,2.0,0.1024,4.0,0.0,284238178.0,3946020.0,10444.0,24757254.0,
12.14,1789128582.0097,284370651.0,263484944.0,2.0,0.1106,4.0,0.0,284300284.0,3946654.0,10447.0,24763130.0,0.9156
14.15,1789128584.023,284429587.0,263543152.0,2.0,0.1306,5.0,0.0,284338026.0,3947450.0,10449.0,24764644.0,0.9876
16.17,1789128586.0376,284450484.0,263563520.0,2.0,0.133,5.0,0.0,284380117.0,3948464.0,10450.0,24766197.0,0.9747
18.18,1789128588.0525,284526353.0,263628048.0,2.0,0.1526,6.0,0.0,284455986.0,3949128.0,10453.0,24778202.0,0.8505
20.2,1789128590.066,284526353.0,263628048.0,2.0,0.1428,5.0,0.0,284455986.0,3950294.0,10454.0,24779368.0,
22.21,1789128592.078,284574276.0,263658992.0,2.0,0.1714,8.0,0.0,284479815.0,3951222.0,10454.0,24784893.0,0.6457
24.22,1789128594.0913,284614612.0,263678896.0,2.0,0.2152,10.0,0.0,284527616.0,3951314.0,10454.0,24809714.0,0.4935
26.24,1789128596.1074,284635039.0,263689264.0,2.0,0.2422,11.0,0.0,284564672.0,3952137.0,10454.0,24828681.0,0.5076
28.25,1789128598.12,284702598.0,263743072.0,2.0,0.2676,13.0,0.0,284632231.0,3953174.0,10456.0,24843469.0,0.7965
30.26,1789128600.1332,284788939.0,263827616.0,2.0,0.2611,12.0,0.0,284718572.0,3954919.0,10462.0,24847011.0,0.9792
32.28,1789128602.1447,284890715.0,263924272.0,2.0,0.2807,13.0,0.0,284820348.0,3956350.0,10466.0,24853562.0,0.9497
34.29,1789128604.1586,284934155.0,263966160.0,2.0,0.2843,13.0,0.0,284863788.0,3958170.0,10468.0,24856934.0,0.9643
36.34,1789128606.2093,285044460.0,264065024.0,2.0,0.3034,14.0,0.0,284952597.0,3959302.0,10473.0,24869179.0,0.8963
38.35,1789128608.2171,285088085.0,264103760.0,2.0,0.2836,13.0,0.0,285017718.0,3961057.0,10477.0,24876151.0,0.8879
40.36,1789128610.2303,285209172.0,264213264.0,2.0,0.2899,13.0,0.0,285138805.0,3962001.0,10483.0,24888678.0,0.9043
42.38,1789128612.2445,285252537.0,264245616.0,2.0,0.2897,13.0,1.0,285159711.0,3963224.0,10485.0,24890247.0,0.746
44.39,1789128614.258,285345926.0,264336640.0,2.0,0.3065,13.0,0.0,285275559.0,3964731.0,10489.0,24904786.0,0.9747
46.4,1789128616.274,285410960.0,264400944.0,2.0,0.3095,13.0,0.0,285340593.0,3966476.0,10492.0,24907261.0,0.9888
48.42,1789128618.2885,285493895.0,264473632.0,2.0,0.329,14.0,0.0,285423528.0,3967700.0,10495.0,24918732.0,0.8764
50.44,1789128620.3047,285540209.0,264517936.0,2.0,0.3082,13.0,0.0,285469842.0,3969441.0,10498.0,24922483.0,0.9566
52.45,1789128622.319,285661166.0,264633888.0,2.0,0.3417,14.0,0.0,285590799.0,3970872.0,10503.0,24928919.0,0.9586
54.46,1789128624.3331,285792564.0,264761392.0,2.0,0.3485,14.0,0.0,285722197.0,3972181.0,10508.0,24934122.0,0.9704
56.48,1789128626.3491,285883776.0,264848928.0,2.0,0.3329,13.0,0.0,285813409.0,3973664.0,10513.0,24939281.0,0.9597
58.49,1789128628.3628,286037105.0,264997696.0,2.0,0.3382,13.0,0.0,285927280.0,3975059.0,10519.0,24942355.0,0.9703
60.51,1789128630.3764,286082920.0,265042688.0,2.0,0.3653,14.0,0.0,286012553.0,3976658.0,10520.0,24947659.0,0.982
62.52,1789128632.3909,286164218.0,265122000.0,2.0,0.3448,13.0,0.0,286093851.0,3978179.0,10525.0,24951166.0,0.9756
64.54,1789128634.4085,286272424.0,265224000.0,2.0,0.3306,12.0,0.0,286202057.0,3979365.0,10531.0,24958558.0,0.9426
66.55,1789128636.4219,286387853.0,265337824.0,2.0,0.3558,13.0,0.0,286317486.0,3980868.0,10535.0,24961666.0,0.9861
68.57,1789128638.437,286429774.0,265379424.0,2.0,0.2957,10.0,0.0,286359407.0,3982342.0,10540.0,24963461.0,0.9923
70.58,1789128640.4499,286492582.0,265441008.0,2.0,0.2992,10.0,0.0,286404168.0,3983649.0,10543.0,24965737.0,0.9805
72.59,1789128642.4632,286518837.0,265463808.0,2.0,0.2571,8.0,0.0,286448470.0,3984804.0,10546.0,24970602.0,0.8684
74.61,1789128644.4778,286592370.0,265536304.0,2.0,0.2368,7.0,0.0,286522003.0,3985908.0,10550.0,24972743.0,0.9859
76.62,1789128646.4932,286617558.0,265561344.0,2.0,0.2387,7.0,0.0,286547191.0,3987020.0,10551.0,24974003.0,0.9941
78.64,1789128648.5057,286669820.0,265612912.0,2.0,0.2232,6.0,0.0,286599453.0,3987966.0,10554.0,24975643.0,0.9867
80.65,1789128650.519,286698327.0,265638800.0,2.0,0.2287,6.0,0.0,286627960.0,3988825.0,10555.0,24979121.0,0.9081
82.66,1789128652.5331,286698327.0,265638800.0,2.0,0.2045,5.0,0.0,286627960.0,3989716.0,10556.0,24980012.0,
84.68,1789128654.5485,286728006.0,265667408.0,2.0,0.2074,5.0,0.0,286657639.0,3990519.0,10557.0,24981886.0,0.9639
86.69,1789128656.5611,286792655.0,265729760.0,2.0,0.208,5.0,0.0,286722288.0,3991247.0,10559.0,24984911.0,0.9645
88.71,1789128658.5755,286844568.0,265779808.0,2.0,0.2113,5.0,0.0,286745764.0,3992063.0,10561.0,24985923.0,0.9641
