t_s,t_wall,prefix_cache_queries,prefix_cache_hits,preemptions,kv_cache_usage,requests_running,requests_waiting,prompt_tokens,generation_tokens,request_success,iteration_tokens,prefix_cache_hit_rate_window
0.01,1789058875.1145,10.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,1.0,18.0,
2.02,1789058877.1232,18859.0,0.0,0.0,0.0545,1.0,0.0,10.0,8.0,1.0,18.0,0.0
4.03,1789058879.1303,29349.0,6032.0,0.0,0.0888,2.0,0.0,29349.0,26.0,1.0,23343.0,0.575
6.03,1789058881.1365,54081.0,7168.0,0.0,0.1359,3.0,1.0,29349.0,116.0,1.0,23433.0,0.0459
8.04,1789058883.146,54081.0,7168.0,0.0,0.167,3.0,1.0,29349.0,124.0,1.0,23441.0,
10.05,1789058885.1543,76832.0,17520.0,0.0,0.1982,4.0,0.0,54081.0,134.0,1.0,47047.0,0.455
12.06,1789058887.1612,76832.0,17520.0,0.0,0.2263,4.0,0.0,76832.0,158.0,1.0,59470.0,
14.06,1789058889.1685,87894.0,28080.0,0.0,0.2296,4.0,0.0,87894.0,571.0,2.0,60385.0,0.9546
16.07,1789058891.1751,130163.0,39440.0,0.0,0.2687,5.0,0.0,87894.0,607.0,2.0,60421.0,0.2688
18.08,1789058893.1809,130163.0,39440.0,0.0,0.2921,5.0,1.0,87894.0,619.0,2.0,60433.0,
20.08,1789058895.1873,130163.0,39440.0,0.0,0.3076,5.0,1.0,87894.0,627.0,2.0,60441.0,
22.11,1789058897.2193,130163.0,39440.0,0.0,0.331,5.0,2.0,87894.0,639.0,2.0,60453.0,
24.12,1789058899.2274,130163.0,39440.0,0.0,0.3467,5.0,5.0,87894.0,647.0,2.0,60461.0,
26.13,1789058901.2363,159901.0,55088.0,0.0,0.37,6.0,5.0,130163.0,661.0,2.0,91384.0,0.5262
28.14,1789058903.2431,159901.0,55088.0,0.0,0.3935,6.0,6.0,130163.0,676.0,2.0,91399.0,
30.15,1789058905.2508,203564.0,73632.0,0.0,0.4246,8.0,5.0,159901.0,698.0,2.0,105511.0,0.4247
32.15,1789058907.26,203564.0,73632.0,0.0,0.4557,8.0,5.0,171706.0,726.0,2.0,111312.0,
34.16,1789058909.2665,203564.0,73632.0,0.0,0.487,8.0,5.0,171706.0,754.0,2.0,111340.0,
36.17,1789058911.2743,249992.0,94976.0,0.0,0.5027,9.0,5.0,171706.0,768.0,2.0,111354.0,0.4597
38.17,1789058913.2797,249992.0,94976.0,0.0,0.526,9.0,6.0,203564.0,792.0,2.0,130724.0,
40.18,1789058915.2853,249992.0,94976.0,0.0,0.5493,9.0,7.0,203564.0,816.0,2.0,130748.0,
42.19,1789058917.2917,249992.0,94976.0,0.0,0.5648,9.0,7.0,203564.0,832.0,2.0,130764.0,
44.19,1789058919.2985,249992.0,94976.0,0.0,0.5804,9.0,8.0,203564.0,848.0,2.0,130780.0,
46.2,1789058921.3048,281864.0,111072.0,0.0,0.5961,10.0,7.0,203564.0,864.0,2.0,130796.0,0.505
48.2,1789058923.3098,281864.0,111072.0,0.0,0.6195,10.0,8.0,249992.0,891.0,2.0,155907.0,
50.21,1789058925.3163,281864.0,111072.0,0.0,0.643,10.0,8.0,249992.0,918.0,2.0,155934.0,
52.22,1789058927.3246,304330.0,122432.0,0.0,0.6663,11.0,7.0,281864.0,946.0,2.0,171738.0,0.5057
54.23,1789058929.332,322445.0,132784.0,0.0,0.6973,12.0,6.0,281864.0,986.0,2.0,171778.0,0.5715
56.23,1789058931.3395,347920.0,145824.0,0.0,0.7287,13.0,5.0,304330.0,1030.0,2.0,182928.0,0.5119
58.24,1789058933.3456,347920.0,145824.0,0.0,0.7599,13.0,5.0,322445.0,1078.0,2.0,190739.0,
60.25,1789058935.351,371452.0,157616.0,0.0,0.791,14.0,4.0,347920.0,1128.0,2.0,203224.0,0.5011
62.25,1789058937.3585,383005.0,163648.0,0.0,0.8221,15.0,3.0,347920.0,1180.0,2.0,203276.0,0.5221
64.26,1789058939.3643,406910.0,176144.0,0.0,0.8612,16.0,2.0,383005.0,1252.0,2.0,220609.0,0.5227
66.27,1789058941.371,453158.0,198928.0,0.0,0.8848,17.0,1.0,383005.0,1297.0,2.0,220654.0,0.4926
68.27,1789058943.3766,453158.0,198928.0,0.0,0.908,17.0,1.0,406910.0,1345.0,2.0,232111.0,
70.28,1789058945.3831,453158.0,198928.0,0.0,0.9313,17.0,1.0,406910.0,1393.0,2.0,232159.0,
