run_id,student,persona,burst,start_s,duration_s,steps,failed_steps,context_tokens,phase
shared_90_c64k,10,worstelaar,1,1.997,1.826,2,0,13256,warmup
shared_90_c64k,8,worstelaar,1,0.326,13.768,4,0,13498,warmup
shared_90_c64k,15,afhaker,1,20.821,10.126,2,0,9838,warmup
shared_90_c64k,19,gemiddelde,1,4.359,27.736,3,0,32554,warmup
shared_90_c64k,0,worstelaar,1,26.444,8.729,2,0,18315,warmup
shared_90_c64k,14,afhaker,1,36.26,6.803,2,0,12185,warmup
shared_90_c64k,18,gemiddelde,1,27.616,18.536,3,0,25626,warmup
shared_90_c64k,2,gemiddelde,1,21.77,29.311,3,0,27422,warmup
shared_90_c64k,3,gemiddelde,1,22.723,29.148,4,0,27157,warmup
shared_90_c64k,1,gemiddelde,1,16.197,36.745,7,0,24795,warmup
shared_90_c64k,4,gemiddelde,1,24.708,28.826,5,0,25962,warmup
shared_90_c64k,12,gemiddelde,1,4.366,53.309,8,0,31089,warmup
shared_90_c64k,16,gemiddelde,1,38.978,22.892,3,0,25291,warmup
shared_90_c64k,7,doorpakker,1,22.033,44.842,9,0,44465,warmup
shared_90_c64k,9,worstelaar,1,46.934,20.13,4,0,17909,warmup
shared_90_c64k,13,gemiddelde,1,34.613,42.872,8,0,24357,warmup
shared_90_c64k,6,doorpakker,1,13.946,73.224,12,0,43529,warmup
shared_90_c64k,17,doorpakker,1,41.438,48.865,11,0,45212,warmup
shared_90_c64k,19,gemiddelde,2,85.444,18.18,7,0,35275,measure
shared_90_c64k,18,gemiddelde,2,130.341,8.662,3,0,26266,measure
shared_90_c64k,17,doorpakker,2,108.559,31.774,8,0,47723,measure
shared_90_c64k,16,gemiddelde,2,116.215,33.645,4,0,26619,measure
shared_90_c64k,7,doorpakker,2,113.971,40.597,8,0,46547,measure
shared_90_c64k,8,worstelaar,2,142.668,17.446,4,0,13714,measure
shared_90_c64k,4,gemiddelde,2,131.509,32.642,8,0,28718,measure
shared_90_c64k,6,doorpakker,2,138.517,25.683,9,0,46454,measure
shared_90_c64k,1,gemiddelde,2,163.801,5.245,3,0,25442,measure
shared_90_c64k,19,gemiddelde,3,171.934,22.035,8,0,37409,measure
shared_90_c64k,16,gemiddelde,3,192.718,8.949,3,0,27644,measure
shared_90_c64k,17,doorpakker,3,172.253,46.447,9,0,50895,measure
shared_90_c64k,13,gemiddelde,2,202.907,22.616,5,0,26302,measure
shared_90_c64k,7,doorpakker,3,201.349,32.854,9,0,48880,measure
shared_90_c64k,18,gemiddelde,3,224.486,24.064,4,0,29115,measure
shared_90_c64k,6,doorpakker,3,184.026,66.635,15,0,52393,measure
shared_90_c64k,11,worstelaar,1,233.709,18.241,4,0,18772,measure
shared_90_c64k,1,gemiddelde,3,265.677,5.318,5,0,26402,measure
shared_90_c64k,0,worstelaar,2,273.491,5.935,2,0,20296,measure
shared_90_c64k,13,gemiddelde,3,274.505,18.265,6,0,29612,measure
shared_90_c64k,3,gemiddelde,2,293.496,10.666,3,0,28012,measure
shared_90_c64k,10,worstelaar,2,295.302,10.94,2,0,12140,measure
shared_90_c64k,17,doorpakker,4,278.613,35.556,9,0,53240,measure
shared_90_c64k,14,afhaker,2,312.012,10.544,3,0,13274,measure
shared_90_c64k,8,worstelaar,3,315.313,9.111,3,0,15295,measure
shared_90_c64k,16,gemiddelde,4,330.849,6.11,3,0,28846,measure
shared_90_c64k,18,gemiddelde,4,308.396,30.536,4,0,30642,measure
shared_90_c64k,6,doorpakker,4,289.463,49.93,8,0,54661,measure
shared_90_c64k,4,gemiddelde,3,311.414,34.825,7,0,31729,measure
shared_90_c64k,7,doorpakker,4,305.708,57.012,11,0,52584,measure
shared_90_c64k,12,gemiddelde,2,337.294,30.975,8,0,34353,measure
shared_90_c64k,2,gemiddelde,2,356.321,24.183,6,0,28767,measure
shared_90_c64k,11,worstelaar,2,373.204,11.284,3,0,19490,measure
shared_90_c64k,19,gemiddelde,4,359.621,31.27,7,0,33294,measure
shared_90_c64k,3,gemiddelde,3,389.595,6.005,3,0,27404,measure
shared_90_c64k,1,gemiddelde,4,363.416,32.419,4,0,27233,measure
shared_90_c64k,17,doorpakker,5,373.461,24.257,6,0,55049,measure
shared_90_c64k,6,doorpakker,5,368.776,29.83,5,0,56065,measure
shared_90_c64k,13,gemiddelde,4,375.717,23.413,3,0,30850,measure
