t_s,t_wall,prefix_cache_queries,prefix_cache_hits,preemptions,kv_cache_usage,requests_running,requests_waiting,prompt_tokens,generation_tokens,request_success,iteration_tokens,prefix_cache_hit_rate_window
0.02,1789135195.5584,10.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,1.0,18.0,
2.03,1789135197.5716,9809.0,0.0,0.0,0.0177,1.0,0.0,9809.0,166.0,1.0,9975.0,0.0
4.04,1789135199.5856,9809.0,0.0,0.0,0.0184,1.0,0.0,9809.0,533.0,1.0,10342.0,
6.06,1789135201.5985,20781.0,8272.0,0.0,0.0242,2.0,0.0,20781.0,1094.0,2.0,13603.0,0.7539
8.07,1789135203.6144,37077.0,23856.0,0.0,0.0185,1.0,0.0,37077.0,1638.0,5.0,14859.0,0.9563
10.09,1789135205.6276,63396.0,31024.0,0.0,0.0529,3.0,0.0,63396.0,1856.0,5.0,34228.0,0.2724
12.1,1789135207.6422,76626.0,41360.0,0.0,0.0586,3.0,0.0,76626.0,2551.0,6.0,37817.0,0.7813
14.11,1789135209.6557,88284.0,52752.0,0.0,0.0596,3.0,0.0,76626.0,3295.0,7.0,38561.0,0.9772
16.13,1789135211.6716,119445.0,79488.0,0.0,0.0675,3.0,0.0,119445.0,3876.0,9.0,43833.0,0.858
18.14,1789135213.6858,131909.0,91440.0,0.0,0.0693,3.0,0.0,131909.0,4588.0,10.0,45057.0,0.9589
20.16,1789135215.7056,144580.0,103904.0,0.0,0.0707,3.0,0.0,144580.0,5292.0,11.0,45968.0,0.9837
22.18,1789135217.7193,158110.0,117136.0,0.0,0.0707,3.0,0.0,158110.0,5997.0,12.0,46971.0,0.978
24.19,1789135219.7337,184908.0,143392.0,0.0,0.0715,3.0,0.0,184908.0,6675.0,14.0,48191.0,0.9798
26.21,1789135221.7517,220669.0,175696.0,0.0,0.0616,2.0,0.0,220669.0,7260.0,17.0,52233.0,0.9033
28.22,1789135223.7647,255978.0,195648.0,0.0,0.0845,4.0,0.0,234784.0,7898.0,17.0,53066.0,0.5651
30.24,1789135225.7786,255978.0,195648.0,0.0,0.105,4.0,0.0,255978.0,8388.0,17.0,68718.0,
32.25,1789135227.7946,297317.0,231552.0,0.0,0.0994,3.0,0.0,297317.0,8867.0,20.0,74632.0,0.8685
34.27,1789135229.8072,339658.0,267104.0,0.0,0.1122,4.0,0.0,325844.0,9473.0,22.0,81861.0,0.8397
36.28,1789135231.8198,355122.0,282096.0,0.0,0.114,4.0,0.0,355122.0,10264.0,23.0,83290.0,0.9695
38.29,1789135233.833,370860.0,295984.0,0.0,0.1184,4.0,0.0,370860.0,11044.0,24.0,85920.0,0.8825
40.31,1789135235.8468,402541.0,327296.0,0.0,0.0704,3.0,0.0,402541.0,11747.0,27.0,86992.0,0.9884
42.32,1789135237.8632,431054.0,351632.0,0.0,0.0769,4.0,0.0,431054.0,12385.0,28.0,91807.0,0.8535
44.33,1789135239.8758,448424.0,358560.0,0.0,0.1064,5.0,0.0,431054.0,12997.0,28.0,92419.0,0.3988
46.35,1789135241.891,488760.0,378464.0,0.0,0.1234,6.0,0.0,488760.0,13291.0,29.0,123587.0,0.4935
48.36,1789135243.9051,535216.0,423760.0,0.0,0.1282,6.0,0.0,535216.0,14470.0,32.0,125926.0,0.975
50.38,1789135245.9179,618859.0,500704.0,0.0,0.141,7.0,0.0,618859.0,15444.0,35.0,133599.0,0.9199
52.39,1789135247.9325,649193.0,530672.0,0.0,0.1432,7.0,0.0,649193.0,16759.0,37.0,135280.0,0.9879
54.4,1789135249.9454,730820.0,606768.0,0.0,0.1536,8.0,0.0,730820.0,17892.0,41.0,141944.0,0.9322
56.42,1789135251.9613,800755.0,669120.0,0.0,0.1592,8.0,0.0,800755.0,19000.0,46.0,150635.0,0.8916
58.43,1789135253.9739,909062.0,773936.0,0.0,0.1655,8.0,0.0,909062.0,20187.0,52.0,155313.0,0.9678
60.45,1789135255.989,953454.0,816848.0,0.0,0.1434,6.0,0.0,953454.0,21448.0,57.0,158054.0,0.9667
62.46,1789135258.0047,1015803.0,878528.0,0.0,0.145,6.0,0.0,1015803.0,22647.0,61.0,159922.0,0.9893
64.48,1789135260.0177,1114032.0,973360.0,0.0,0.1373,5.0,0.0,1114032.0,23462.0,66.0,164134.0,0.9654
66.49,1789135262.0333,1154520.0,1013424.0,0.0,0.1392,5.0,0.0,1154520.0,24428.0,68.0,165524.0,0.9895
68.51,1789135264.0471,1228395.0,1085456.0,0.0,0.1289,4.0,0.0,1228395.0,25277.0,72.0,168216.0,0.9751
70.52,1789135266.0595,1291102.0,1139872.0,0.0,0.1435,5.0,0.0,1268275.0,26011.0,74.0,174846.0,0.8678
72.55,1789135268.0878,1308930.0,1157296.0,0.0,0.1427,5.0,0.0,1308930.0,26900.0,75.0,178534.0,0.9773
74.56,1789135270.1005,1394386.0,1216064.0,0.0,0.1613,7.0,0.0,1367001.0,27680.0,77.0,185545.0,0.6877
76.57,1789135272.1143,1401268.0,1222080.0,0.0,0.1923,7.0,0.0,1401268.0,27974.0,78.0,207162.0,0.8742
78.59,1789135274.1339,1453463.0,1268896.0,0.0,0.2019,8.0,0.0,1453463.0,29022.0,80.0,213589.0,0.8969
80.61,1789135276.1479,1521504.0,1333248.0,0.0,0.2095,8.0,0.0,1521504.0,30184.0,83.0,218440.0,0.9458
82.62,1789135278.1618,1564436.0,1375760.0,0.0,0.212,8.0,0.0,1564436.0,31543.0,85.0,220219.0,0.9902
84.64,1789135280.1793,1586895.0,1387552.0,0.0,0.2325,9.0,0.0,1586895.0,32408.0,85.0,231751.0,0.525
86.65,1789135282.1942,1624302.0,1424480.0,0.0,0.2061,8.0,0.0,1624302.0,33760.0,88.0,233582.0,0.9872
88.67,1789135284.2101,1638541.0,1436352.0,0.0,0.1808,7.0,0.0,1638541.0,35050.0,90.0,237239.0,0.8338
90.68,1789135286.224,1667288.0,1464944.0,0.0,0.2134,8.0,0.0,1667288.0,36434.0,90.0,238778.0,0.9946
92.7,1789135288.2382,1704563.0,1500656.0,0.0,0.2162,8.0,0.0,1704563.0,37745.0,92.0,241652.0,0.9581
94.71,1789135290.252,1765502.0,1556928.0,0.0,0.2053,8.0,0.0,1765502.0,38927.0,95.0,247501.0,0.9234
96.73,1789135292.2665,1837328.0,1623824.0,0.0,0.1919,7.0,0.0,1837328.0,39990.0,99.0,253494.0,0.9314
98.76,1789135294.2999,1933858.0,1715872.0,0.0,0.1933,7.0,0.0,1933858.0,40937.0,104.0,258923.0,0.9536
100.77,1789135296.3128,1989629.0,1771312.0,0.0,0.1958,7.0,0.0,1989629.0,42174.0,106.0,260491.0,0.9941
102.79,1789135298.3276,2077892.0,1853232.0,0.0,0.2044,7.0,0.0,2055586.0,43142.0,110.0,262440.0,0.9281
104.8,1789135300.3394,2111776.0,1886752.0,0.0,0.2089,7.0,0.0,2102292.0,44266.0,112.0,269086.0,0.9893
106.81,1789135302.3533,2170081.0,1943808.0,0.0,0.1756,5.0,0.0,2170081.0,45372.0,116.0,271645.0,0.9786
108.83,1789135304.3675,2189668.0,1963008.0,0.0,0.1868,6.0,0.0,2189668.0,46442.0,117.0,273102.0,0.9802
