t_s,t_wall,prefix_cache_queries,prefix_cache_hits,preemptions,kv_cache_usage,requests_running,requests_waiting,prompt_tokens,generation_tokens,request_success,iteration_tokens,prefix_cache_hit_rate_window
0.01,1788984576.8531,51960422.0,49001376.0,0.0,0.0,0.0,0.0,51960422.0,762764.0,2276.0,3721810.0,
2.02,1788984578.8649,51960422.0,49001376.0,0.0,0.0,0.0,0.0,51960422.0,762764.0,2276.0,3721810.0,
4.03,1788984580.8708,51960422.0,49001376.0,0.0,0.0,0.0,0.0,51960422.0,762764.0,2276.0,3721810.0,
6.04,1788984582.8828,51990694.0,49023808.0,0.0,0.0246,2.0,0.0,51990694.0,762985.0,2276.0,3729871.0,0.741
8.05,1788984584.8937,51990694.0,49023808.0,0.0,0.0249,2.0,0.0,51990694.0,763443.0,2276.0,3730329.0,
10.06,1788984586.902,52025647.0,49054160.0,0.0,0.0283,2.0,0.0,52006518.0,763791.0,2278.0,3730949.0,0.8684
12.07,1788984588.9119,52041695.0,49070080.0,0.0,0.0287,2.0,0.0,52041695.0,764198.0,2279.0,3735813.0,0.992
14.08,1788984590.9221,52058060.0,49086160.0,0.0,0.0291,2.0,0.0,52058060.0,764614.0,2280.0,3736514.0,0.9826
16.09,1788984592.9339,52080377.0,49097520.0,0.0,0.0408,3.0,0.0,52080377.0,764832.0,2280.0,3747689.0,0.509
18.1,1788984594.9467,52096987.0,49113888.0,0.0,0.0414,3.0,0.0,52096987.0,765364.0,2281.0,3748463.0,0.9854
20.11,1788984596.9572,52096987.0,49113888.0,0.0,0.0419,3.0,0.0,52096987.0,765928.0,2281.0,3749027.0,
22.12,1788984598.9635,52114661.0,49121824.0,0.0,0.0499,4.0,0.0,52096987.0,766417.0,2281.0,3749516.0,0.449
24.13,1788984600.9694,52142658.0,49136688.0,0.0,0.0624,6.0,0.0,52142658.0,766548.0,2281.0,3772518.0,0.5309
26.14,1788984602.9804,52165061.0,49156352.0,0.0,0.065,7.0,0.0,52165061.0,767435.0,2282.0,3776144.0,0.8777
28.15,1788984604.9886,52207108.0,49195072.0,0.0,0.0601,6.0,0.0,52184874.0,768252.0,2285.0,3777190.0,0.9209
30.16,1788984607.0007,52252965.0,49240240.0,0.0,0.068,7.0,0.0,52252965.0,769074.0,2287.0,3781799.0,0.985
32.17,1788984609.0117,52252965.0,49240240.0,0.0,0.0688,7.0,0.0,52252965.0,770054.0,2287.0,3782779.0,
34.18,1788984611.0231,52282743.0,49268192.0,0.0,0.0697,7.0,0.0,52282743.0,770876.0,2289.0,3785427.0,0.9387
36.19,1788984613.0352,52315028.0,49292688.0,0.0,0.0765,8.0,0.0,52315028.0,771565.0,2290.0,3793905.0,0.7587
38.2,1788984615.0466,52339060.0,49316560.0,0.0,0.0565,6.0,0.0,52339060.0,772516.0,2293.0,3795016.0,0.9933
40.21,1788984617.0523,52395533.0,49369824.0,0.0,0.0591,7.0,0.0,52375264.0,773316.0,2296.0,3798836.0,0.9432
42.23,1788984619.0759,52442926.0,49408496.0,0.0,0.0664,8.0,0.0,52442926.0,773891.0,2298.0,3808321.0,0.816
44.24,1788984621.0814,52459385.0,49424112.0,0.0,0.0614,6.0,0.0,52459385.0,774766.0,2301.0,3810039.0,0.9488
46.25,1788984623.0924,52517492.0,49481584.0,0.0,0.0622,6.0,0.0,52517492.0,775573.0,2304.0,3811481.0,0.9891
48.25,1788984625.0976,52563710.0,49526528.0,0.0,0.0636,6.0,0.0,52538437.0,776387.0,2306.0,3812936.0,0.9724
50.27,1788984627.1113,52584904.0,49547504.0,0.0,0.0609,5.0,0.0,52584904.0,777100.0,2308.0,3814500.0,0.9897
