run_id,student,persona,burst,start_s,duration_s,steps,failed_steps,context_tokens,phase
act_rustig_s20,10,afhaker,1,1.997,0.905,1,0,6728,warmup
act_rustig_s20,8,afhaker,1,0.325,8.387,3,0,5840,warmup
act_rustig_s20,19,gemiddelde,1,4.358,13.837,3,0,17076,warmup
act_rustig_s20,1,worstelaar,1,16.196,9.132,4,0,7039,warmup
act_rustig_s20,15,afhaker,1,20.821,4.996,2,0,5243,warmup
act_rustig_s20,3,worstelaar,1,22.722,4.515,2,0,7246,warmup
act_rustig_s20,0,afhaker,1,26.444,2.035,1,0,7081,warmup
act_rustig_s20,18,worstelaar,1,27.616,3.687,2,0,6814,warmup
act_rustig_s20,12,gemiddelde,1,4.364,27.877,8,0,17508,warmup
act_rustig_s20,4,worstelaar,1,24.708,8.512,3,0,7758,warmup
act_rustig_s20,7,gemiddelde,1,22.03,11.512,3,0,15800,warmup
act_rustig_s20,2,gemiddelde,1,21.769,14.367,3,0,13796,warmup
act_rustig_s20,14,afhaker,1,36.259,2.503,2,0,7025,warmup
act_rustig_s20,16,worstelaar,1,38.977,8.229,2,0,7142,warmup
act_rustig_s20,9,worstelaar,1,46.933,11.3,4,0,9508,warmup
act_rustig_s20,17,gemiddelde,1,41.435,17.941,8,0,16292,warmup
act_rustig_s20,13,gemiddelde,1,34.612,25.204,8,0,13633,warmup
act_rustig_s20,6,doorpakker,1,13.945,46.589,12,0,24805,warmup
act_rustig_s20,19,gemiddelde,2,71.546,13.073,7,0,19808,warmup
act_rustig_s20,6,doorpakker,2,111.88,12.586,9,0,27735,measure
act_rustig_s20,16,worstelaar,2,153.116,4.15,2,0,8254,measure
act_rustig_s20,19,gemiddelde,3,152.929,16.084,8,0,21948,measure
act_rustig_s20,6,doorpakker,3,144.294,36.768,15,0,24469,measure
act_rustig_s20,7,gemiddelde,2,174.828,6.731,3,0,16529,measure
act_rustig_s20,13,gemiddelde,2,185.239,8.969,5,0,15576,measure
act_rustig_s20,4,worstelaar,2,200.247,4.346,4,0,9117,measure
act_rustig_s20,18,worstelaar,2,215.297,3.165,2,0,7272,measure
act_rustig_s20,17,gemiddelde,2,215.481,14.152,7,0,20291,measure
act_rustig_s20,16,worstelaar,3,235.75,7.305,2,0,9031,measure
act_rustig_s20,6,doorpakker,4,219.863,28.481,8,0,26734,measure
act_rustig_s20,11,worstelaar,1,233.708,15.416,4,0,10847,measure
act_rustig_s20,13,gemiddelde,3,243.19,12.282,6,0,18895,measure
act_rustig_s20,1,worstelaar,2,285.714,5.746,2,0,7648,measure
act_rustig_s20,6,doorpakker,5,277.728,25.745,13,0,31354,measure
act_rustig_s20,14,afhaker,2,307.711,3.085,3,0,8114,measure
act_rustig_s20,12,gemiddelde,2,311.86,16.583,8,0,20772,measure
act_rustig_s20,8,afhaker,2,330.149,7.213,3,0,5128,measure
act_rustig_s20,7,gemiddelde,3,321.898,27.644,8,0,18741,measure
act_rustig_s20,19,gemiddelde,4,334.664,24.568,7,0,17839,measure
act_rustig_s20,17,gemiddelde,3,341.56,20.53,6,0,16789,measure
act_rustig_s20,2,gemiddelde,2,341.376,21.321,6,0,15146,measure
act_rustig_s20,13,gemiddelde,4,338.418,27.825,7,0,14779,measure
act_rustig_s20,11,worstelaar,2,370.379,4.876,3,0,11565,measure
act_rustig_s20,6,doorpakker,6,350.852,36.282,14,0,25364,measure
