run_id,label,kind,students,context_tokens,activity,shared_fraction,grade,grade_brief,ttft_p50_s,ttft_p90_s,ttft_p99_s,burst_p50_s,burst_p90_s,decode_tps_p50,requests,requests_failed,error_rate,bursts,prefix_cache_hit_rate,preemptions,kv_cache_usage_avg,kv_cache_usage_peak,queue_depth_avg,queue_depth_peak,server_prefill_tps,server_decode_tps,client_output_tps,max_students_ok,reasons,warnings,duration_s
les_90min,"Lesvalidatie 90 minuten, 20 studenten",lesson,20,32000,normaal,0.5,groen,groen,0.2078,0.3297,1.5333,30.5525,69.03,53.3544,5202,0,0.0,618,0.9648,0.0,0.0491,0.1544,0.0007,2.0,20198.5454,229.9874,203.97,,,wachtrij piekte op 2 verzoeken,5405.0
