t_s,t_wall,prefix_cache_queries,prefix_cache_hits,preemptions,kv_cache_usage,requests_running,requests_waiting,prompt_tokens,generation_tokens,request_success,iteration_tokens,prefix_cache_hit_rate_window
0.03,1788909753.2461,287454446.0,276628720.0,0.0,0.0,0.0,0.0,287454446.0,2862936.0,12188.0,13688662.0,
2.04,1788909755.2617,287468194.0,276642448.0,0.0,0.0117,1.0,0.0,287468194.0,2863196.0,12188.0,13688942.0,0.9985
4.06,1788909757.2763,287493669.0,276661440.0,0.0,0.0119,1.0,0.0,287493669.0,2863556.0,12190.0,13695785.0,0.7455
6.07,1788909759.2905,287555588.0,276693056.0,0.0,0.0502,3.0,0.0,287493669.0,2863628.0,12190.0,13695857.0,0.5106
8.09,1788909761.3116,287555588.0,276693056.0,0.0,0.0618,3.0,0.0,287525907.0,2863632.0,12190.0,13711667.0,
10.11,1788909763.3259,287570196.0,276706832.0,0.0,0.0623,3.0,0.0,287570196.0,2863875.0,12191.0,13727239.0,0.943
12.12,1788909765.3419,287603013.0,276739120.0,0.0,0.063,3.0,0.0,287603013.0,2864307.0,12192.0,13728200.0,0.9839
14.14,1788909767.3568,287617838.0,276753728.0,0.0,0.0634,3.0,0.0,287617838.0,2864738.0,12193.0,13728848.0,0.9854
16.15,1788909769.3712,287657550.0,276773968.0,0.0,0.0931,4.0,0.0,287617838.0,2864744.0,12193.0,13728854.0,0.5097
18.17,1788909771.387,287680928.0,276787088.0,0.0,0.1125,5.0,0.0,287657550.0,2864751.0,12193.0,13748333.0,0.5612
20.19,1788909773.411,287696132.0,276801920.0,0.0,0.1148,5.0,0.0,287696132.0,2865089.0,12194.0,13759301.0,0.9755
22.21,1788909775.4252,287764358.0,276850768.0,0.0,0.1404,7.0,0.0,287737312.0,2865466.0,12195.0,13765658.0,0.716
24.22,1788909777.4396,287804988.0,276871760.0,0.0,0.1678,8.0,1.0,287764358.0,2865479.0,12195.0,13779069.0,0.5167
26.24,1788909779.456,287804988.0,276871760.0,0.0,0.1747,8.0,1.0,287764358.0,2865486.0,12195.0,13779076.0,
28.25,1788909781.4707,287853397.0,276897584.0,0.0,0.1893,9.0,1.0,287804988.0,2865500.0,12196.0,13798728.0,0.5335
30.27,1788909783.4858,287872890.0,276907616.0,0.0,0.2105,10.0,2.0,287830721.0,2865516.0,12196.0,13809901.0,0.5146
32.28,1788909785.5012,287922658.0,276944352.0,0.0,0.251,12.0,0.0,287897059.0,2865536.0,12196.0,13831571.0,0.7381
34.29,1788909787.5149,287922658.0,276944352.0,0.0,0.2128,10.0,0.0,287922658.0,2866263.0,12198.0,13844569.0,
36.31,1788909789.5282,287978921.0,276989216.0,0.0,0.2582,12.0,0.0,287978921.0,2866557.0,12198.0,13856262.0,0.7974
38.32,1788909791.5437,288022893.0,277026320.0,0.0,0.2481,12.0,0.0,288022893.0,2867232.0,12201.0,13863805.0,0.8438
40.34,1788909793.5585,288130529.0,277120384.0,0.0,0.2799,13.0,0.0,288105032.0,2867521.0,12204.0,13864729.0,0.8739
42.35,1788909795.574,288210158.0,277158976.0,0.0,0.3045,15.0,0.0,288168712.0,2867892.0,12205.0,13879276.0,0.4846
44.37,1788909797.5892,288210158.0,277158976.0,0.0,0.3182,15.0,0.0,288168712.0,2867920.0,12205.0,13879304.0,
46.39,1788909799.6121,288210158.0,277158976.0,0.0,0.3241,15.0,0.0,288168712.0,2867934.0,12205.0,13879318.0,
