t_s,t_wall,prefix_cache_queries,prefix_cache_hits,preemptions,kv_cache_usage,requests_running,requests_waiting,prompt_tokens,generation_tokens,request_success,iteration_tokens,prefix_cache_hit_rate_window
0.01,1788996715.6733,10.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,1.0,18.0,
2.02,1788996717.6814,18859.0,0.0,0.0,0.0158,1.0,0.0,18859.0,48.0,1.0,18907.0,0.0
4.03,1788996719.6872,40411.0,16592.0,0.0,0.0202,2.0,0.0,40411.0,414.0,2.0,24233.0,0.7699
6.03,1788996721.693,87894.0,28080.0,0.0,0.0409,4.0,0.0,40411.0,522.0,2.0,24341.0,0.2419
8.04,1788996723.6975,87894.0,28080.0,0.0,0.0505,4.0,0.0,87894.0,568.0,2.0,60382.0,
10.05,1788996725.71,87894.0,28080.0,0.0,0.0466,3.0,0.0,87894.0,1196.0,3.0,61010.0,
12.06,1788996727.716,87894.0,28080.0,0.0,0.047,3.0,0.0,87894.0,1724.0,3.0,61538.0,
14.06,1788996729.7215,139950.0,75696.0,0.0,0.0504,3.0,0.0,110943.0,2189.0,5.0,62220.0,0.9147
16.07,1788996731.7272,182219.0,87056.0,0.0,0.0641,4.0,0.0,139950.0,2198.0,5.0,66452.0,0.2688
18.07,1788996733.7333,182219.0,87056.0,0.0,0.071,4.0,0.0,139950.0,2201.0,5.0,66455.0,
20.08,1788996735.7399,211957.0,102704.0,0.0,0.0847,5.0,0.0,182219.0,2208.0,5.0,97371.0,0.5262
22.11,1788996737.7724,223762.0,108736.0,0.0,0.0929,6.0,0.0,211957.0,2217.0,5.0,111470.0,0.511
24.12,1788996739.7785,255620.0,121248.0,0.0,0.1066,7.0,1.0,223762.0,2235.0,5.0,117261.0,0.3927
26.13,1788996741.7876,302048.0,142592.0,0.0,0.1203,8.0,1.0,255620.0,2248.0,5.0,136620.0,0.4597
28.14,1788996743.7954,302048.0,142592.0,0.0,0.1272,8.0,2.0,255620.0,2255.0,5.0,136627.0,
30.15,1788996745.8096,333920.0,158688.0,0.0,0.134,9.0,2.0,255620.0,2262.0,5.0,136634.0,0.505
32.16,1788996747.8149,356386.0,170048.0,0.0,0.1477,10.0,2.0,302048.0,2278.0,5.0,161734.0,0.5057
34.16,1788996749.8233,399976.0,193440.0,0.0,0.1615,12.0,0.0,356386.0,2297.0,5.0,188635.0,0.5366
36.17,1788996751.8288,423508.0,205232.0,0.0,0.1752,13.0,0.0,374501.0,2319.0,5.0,196420.0,0.5011
38.17,1788996753.8341,435061.0,211264.0,0.0,0.1843,14.0,0.0,435061.0,2680.0,5.0,226477.0,0.5221
40.18,1788996755.84,458966.0,223760.0,0.0,0.1943,15.0,0.0,435061.0,3282.0,5.0,227079.0,0.5227
42.19,1788996757.8478,505214.0,246544.0,0.0,0.1952,15.0,0.0,458966.0,4010.0,6.0,239216.0,0.4926
44.2,1788996759.8566,505214.0,246544.0,0.0,0.2021,15.0,1.0,458966.0,4024.0,6.0,239230.0,
46.2,1788996761.8632,523552.0,264688.0,0.0,0.2147,16.0,0.0,458966.0,4038.0,6.0,239244.0,0.9894
48.21,1788996763.8721,621951.0,353824.0,0.0,0.2178,16.0,0.0,621951.0,4485.0,10.0,272612.0,0.9059
50.22,1788996765.8778,634409.0,365408.0,0.0,0.2134,16.0,0.0,634409.0,5704.0,11.0,274705.0,0.9298
52.23,1788996767.8852,750396.0,479120.0,0.0,0.2136,16.0,0.0,750396.0,6626.0,15.0,277902.0,0.9804
54.23,1788996769.8906,857329.0,584112.0,0.0,0.2274,17.0,0.0,810773.0,7637.0,18.0,280602.0,0.9818
56.24,1788996771.8969,928503.0,654528.0,0.0,0.2287,17.0,0.0,928503.0,8735.0,20.0,282710.0,0.9894
58.25,1788996773.9098,951432.0,677248.0,0.0,0.2299,17.0,0.0,951432.0,9956.0,21.0,284140.0,0.9909
60.26,1788996775.915,1022572.0,747712.0,0.0,0.219,16.0,0.0,1022572.0,11039.0,25.0,285899.0,0.9905
62.26,1788996777.922,1079281.0,803184.0,0.0,0.2135,15.0,0.0,1079281.0,12047.0,28.0,288144.0,0.9782
64.27,1788996779.9289,1127465.0,846448.0,0.0,0.2121,14.0,0.0,1127465.0,12803.0,31.0,293820.0,0.8979
66.28,1788996781.9363,1235409.0,951376.0,0.0,0.2142,14.0,0.0,1209112.0,13741.0,35.0,295413.0,0.9721
68.28,1788996783.9421,1235409.0,951376.0,0.0,0.1901,12.0,0.0,1235409.0,14619.0,37.0,298652.0,
70.29,1788996785.9476,1261565.0,977312.0,0.0,0.1909,12.0,0.0,1261565.0,15588.0,38.0,299841.0,0.9916
72.38,1788996788.0357,1326418.0,1041648.0,0.0,0.1915,12.0,0.0,1326418.0,16493.0,40.0,301263.0,0.992
74.38,1788996790.0423,1422631.0,1135920.0,0.0,0.1932,12.0,0.0,1422631.0,17239.0,42.0,303950.0,0.9798
76.39,1788996792.0471,1446996.0,1160128.0,0.0,0.1938,12.0,0.0,1446996.0,18196.0,43.0,305064.0,0.9936
78.39,1788996794.0526,1473414.0,1186352.0,0.0,0.1865,11.0,0.0,1473414.0,19090.0,45.0,306152.0,0.9927
80.4,1788996796.057,1517046.0,1228736.0,0.0,0.1667,10.0,0.0,1517046.0,19853.0,47.0,308163.0,0.9714
82.41,1788996798.0678,1621644.0,1329472.0,0.0,0.1897,11.0,0.0,1621644.0,20393.0,49.0,312565.0,0.9631
84.41,1788996800.0732,1698428.0,1403408.0,0.0,0.1857,10.0,0.0,1698428.0,21039.0,52.0,316059.0,0.9629
86.42,1788996802.079,1791652.0,1496240.0,0.0,0.1862,10.0,0.0,1747767.0,21850.0,54.0,317025.0,0.9958
