t_s,t_wall,prefix_cache_queries,prefix_cache_hits,preemptions,kv_cache_usage,requests_running,requests_waiting,prompt_tokens,generation_tokens,request_success,iteration_tokens,prefix_cache_hit_rate_window
0.02,1789047802.9039,10.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,1.0,18.0,
2.03,1789047804.9156,18859.0,0.0,0.0,0.0934,1.0,0.0,10.0,8.0,1.0,18.0,0.0
4.05,1789047806.939,29349.0,6032.0,0.0,0.1714,2.0,0.0,18859.0,9.0,1.0,18868.0,0.575
6.06,1789047808.9526,54081.0,7168.0,0.0,0.2709,3.0,1.0,29349.0,28.0,1.0,23345.0,0.0459
8.07,1789047810.9611,54081.0,7168.0,0.0,0.3331,3.0,1.0,29349.0,36.0,1.0,23353.0,
10.08,1789047812.9727,76832.0,17520.0,0.0,0.3799,4.0,0.0,54081.0,43.0,1.0,46956.0,0.455
12.1,1789047814.9838,76832.0,17520.0,0.0,0.4422,4.0,0.0,54081.0,55.0,1.0,46968.0,
14.11,1789047816.998,76832.0,17520.0,0.0,0.4528,4.0,0.0,76832.0,242.0,1.0,59554.0,
16.12,1789047819.0069,119101.0,28880.0,0.0,0.5153,5.0,0.0,76832.0,262.0,1.0,59574.0,0.2688
18.13,1789047821.0198,119101.0,28880.0,0.0,0.562,5.0,1.0,76832.0,274.0,1.0,59586.0,
20.14,1789047823.0316,119101.0,28880.0,0.0,0.6088,5.0,1.0,76832.0,286.0,1.0,59598.0,
22.15,1789047825.0367,119101.0,28880.0,0.0,0.6398,5.0,2.0,76832.0,294.0,1.0,59606.0,
24.16,1789047827.0447,119101.0,28880.0,0.0,0.6554,5.0,3.0,76832.0,298.0,1.0,59610.0,
26.17,1789047829.0543,119101.0,28880.0,0.0,0.6865,5.0,5.0,76832.0,306.0,1.0,59618.0,
28.18,1789047831.0705,148839.0,44528.0,0.0,0.7332,6.0,6.0,119101.0,320.0,1.0,90541.0,0.5262
30.19,1789047833.0767,148839.0,44528.0,0.0,0.7802,6.0,7.0,119101.0,335.0,1.0,90556.0,
32.2,1789047835.0866,160644.0,50560.0,0.0,0.8268,7.0,6.0,148839.0,351.0,1.0,104662.0,0.511
