run_id,label,kind,students,context_tokens,activity,shared_fraction,grade,grade_brief,ttft_p50_s,ttft_p90_s,ttft_p99_s,burst_p50_s,burst_p90_s,decode_tps_p50,requests,requests_failed,error_rate,bursts,prefix_cache_hit_rate,preemptions,kv_cache_usage_avg,kv_cache_usage_peak,queue_depth_avg,queue_depth_peak,server_prefill_tps,server_decode_tps,client_output_tps,compactions,compactions_per_100_steps,context_tokens_peak,max_students_ok,reasons,warnings,duration_s
les_90min,"Lesvalidatie 90 minuten, 20 studenten",lesson,20,32000,normaal,0.5,oranje,groen,0.2076,0.745,4.0289,51.0345,144.4398,40.9862,3891,0,0.0,483,0.9405,0.0,0.1074,0.266,0.0164,9.0,17794.988,256.073,230.9915,250,6.4251,81631,,p90 doorlooptijd instructie 144s,wachtrij piekte op 9 verzoeken,5407.0
