t_s,t_wall,prefix_cache_queries,prefix_cache_hits,preemptions,kv_cache_usage,requests_running,requests_waiting,prompt_tokens,generation_tokens,request_success,iteration_tokens,prefix_cache_hit_rate_window
0.02,1789046271.004,123312667.0,106707792.0,8.0,0.0,0.0,0.0,122796497.0,2089473.0,5546.0,18254930.0,
2.03,1789046273.0167,123320404.0,106711760.0,8.0,0.03,1.0,0.0,122804234.0,2089615.0,5546.0,18258841.0,0.5129
4.04,1789046275.0263,123324266.0,106713760.0,8.0,0.0307,1.0,0.0,122808096.0,2089901.0,5547.0,18260989.0,0.5179
6.05,1789046277.0366,123350585.0,106732016.0,8.0,0.1118,3.0,0.0,122834415.0,2089998.0,5547.0,18269149.0,0.6936
8.06,1789046279.0481,123350585.0,106732016.0,8.0,0.1135,3.0,0.0,122834415.0,2090409.0,5547.0,18269560.0,
10.07,1789046281.0621,123350585.0,106732016.0,8.0,0.1149,3.0,0.0,122834415.0,2090811.0,5547.0,18269962.0,
12.09,1789046283.0735,123350585.0,106732016.0,8.0,0.1164,3.0,0.0,122834415.0,2091210.0,5547.0,18270361.0,
14.09,1789046285.0812,123381486.0,106758496.0,8.0,0.123,3.0,0.0,122846080.0,2091513.0,5549.0,18270889.0,0.8569
16.1,1789046287.0918,123402680.0,106769856.0,8.0,0.1822,4.0,0.0,122865316.0,2091526.0,5549.0,18275098.0,0.536
18.12,1789046289.1061,123411203.0,106774368.0,8.0,0.205,5.0,0.0,122895033.0,2091712.0,5549.0,18289129.0,0.5294
20.13,1789046291.1184,123419469.0,106782144.0,8.0,0.205,5.0,0.0,122895033.0,2092213.0,5550.0,18289630.0,0.9407
22.14,1789046293.1288,123454765.0,106803904.0,8.0,0.2253,7.0,0.0,122921225.0,2092566.0,5551.0,18293567.0,0.6165
24.15,1789046295.1411,123471297.0,106812448.0,8.0,0.272,8.0,1.0,122938595.0,2092603.0,5551.0,18304046.0,0.5168
26.17,1789046297.1528,123486504.0,106821472.0,8.0,0.3118,10.0,0.0,122970334.0,2092670.0,5551.0,18318284.0,0.5934
28.18,1789046299.166,123500407.0,106829408.0,8.0,0.3365,12.0,0.0,122984237.0,2093218.0,5551.0,18324799.0,0.5708
30.19,1789046301.1768,123509442.0,106837968.0,8.0,0.3403,12.0,0.0,122993272.0,2094007.0,5552.0,18326063.0,0.9474
32.2,1789046303.184,123531858.0,106859632.0,8.0,0.3325,11.0,0.0,123015688.0,2094715.0,5555.0,18327523.0,0.9665
34.21,1789046305.1965,123539105.0,106866528.0,8.0,0.3049,10.0,0.0,123022935.0,2095436.0,5557.0,18328595.0,0.9516
36.22,1789046307.2059,123593296.0,106913408.0,8.0,0.3497,11.0,0.0,123077126.0,2095774.0,5561.0,18336244.0,0.8651
38.23,1789046309.2187,123610422.0,106924944.0,8.0,0.3716,12.0,0.0,123094252.0,2096291.0,5562.0,18342351.0,0.6736
40.24,1789046311.2314,123634738.0,106949024.0,8.0,0.3752,13.0,0.0,123118568.0,2097052.0,5563.0,18343348.0,0.9903
42.25,1789046313.2381,123650320.0,106957568.0,8.0,0.3928,14.0,0.0,123118568.0,2097637.0,5563.0,18343933.0,0.5483
44.26,1789046315.2514,123663223.0,106969408.0,8.0,0.4092,14.0,0.0,123147053.0,2098148.0,5565.0,18352545.0,0.9176
46.27,1789046317.2592,123672485.0,106978448.0,8.0,0.4,13.0,0.0,123156315.0,2098993.0,5567.0,18353612.0,0.976
48.28,1789046319.271,123681048.0,106982960.0,8.0,0.4179,14.0,0.0,123164878.0,2099653.0,5567.0,18358323.0,0.5269
50.29,1789046321.2825,123681048.0,106982960.0,8.0,0.3891,12.0,0.0,123164878.0,2100428.0,5569.0,18359098.0,
52.31,1789046323.2944,123696933.0,106998592.0,8.0,0.3921,12.0,0.0,123180763.0,2101144.0,5570.0,18360067.0,0.9841
54.32,1789046325.3069,123718111.0,107019040.0,8.0,0.395,12.0,0.0,123201941.0,2101809.0,5572.0,18361462.0,0.9655
56.33,1789046327.3176,123718111.0,107019040.0,8.0,0.3978,12.0,0.0,123201941.0,2102553.0,5572.0,18362206.0,
58.34,1789046329.3294,123731007.0,107031728.0,8.0,0.3994,12.0,0.0,123214837.0,2103270.0,5573.0,18363131.0,0.9839
60.35,1789046331.3413,123745146.0,107043840.0,8.0,0.4089,12.0,0.0,123228976.0,2103866.0,5574.0,18365754.0,0.8566
62.37,1789046333.353,123767681.0,107065056.0,8.0,0.412,12.0,0.0,123228976.0,2104522.0,5575.0,18366410.0,0.9415
64.38,1789046335.3663,123777008.0,107072016.0,8.0,0.3846,11.0,0.0,123260838.0,2105030.0,5577.0,18370604.0,0.7462
66.39,1789046337.3751,123812733.0,107104224.0,8.0,0.3896,11.0,0.0,123273942.0,2105596.0,5579.0,18371346.0,0.9016
68.4,1789046339.3849,123822050.0,107113328.0,8.0,0.3957,11.0,0.0,123305880.0,2106022.0,5580.0,18375326.0,0.9771
70.4,1789046341.3908,123836416.0,107127472.0,8.0,0.398,11.0,0.0,123320246.0,2106679.0,5581.0,18376205.0,0.9845
