t_s,t_wall,prefix_cache_queries,prefix_cache_hits,preemptions,kv_cache_usage,requests_running,requests_waiting,prompt_tokens,generation_tokens,request_success,iteration_tokens,prefix_cache_hit_rate_window
0.02,1789048381.7929,10.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,1.0,18.0,
2.04,1789048383.8172,18859.0,0.0,0.0,0.0541,1.0,0.0,10.0,8.0,1.0,18.0,0.0
4.05,1789048385.8295,29349.0,6032.0,0.0,0.0881,2.0,0.0,29349.0,18.0,1.0,23335.0,0.575
6.06,1789048387.8411,54081.0,7168.0,0.0,0.1349,3.0,1.0,29349.0,114.0,1.0,23431.0,0.0459
8.08,1789048389.8538,54081.0,7168.0,0.0,0.1658,3.0,1.0,29349.0,122.0,1.0,23439.0,
10.09,1789048391.8647,76832.0,17520.0,0.0,0.1968,4.0,0.0,54081.0,132.0,1.0,47045.0,0.455
12.1,1789048393.8772,76832.0,17520.0,0.0,0.2247,4.0,0.0,76832.0,152.0,1.0,59464.0,
14.11,1789048395.8891,87894.0,28080.0,0.0,0.2279,4.0,0.0,87894.0,560.0,2.0,60374.0,0.9546
16.12,1789048397.8967,130163.0,39440.0,0.0,0.2667,5.0,0.0,87894.0,592.0,2.0,60406.0,0.2688
18.13,1789048399.9083,130163.0,39440.0,0.0,0.2899,5.0,1.0,87894.0,604.0,2.0,60418.0,
20.14,1789048401.9175,130163.0,39440.0,0.0,0.3054,5.0,1.0,87894.0,612.0,2.0,60426.0,
22.15,1789048403.9261,130163.0,39440.0,0.0,0.3286,5.0,2.0,87894.0,624.0,2.0,60438.0,
24.16,1789048405.937,130163.0,39440.0,0.0,0.344,5.0,5.0,87894.0,632.0,2.0,60446.0,
26.18,1789048407.9526,159901.0,55088.0,0.0,0.3672,6.0,5.0,130163.0,646.0,2.0,91369.0,0.5262
28.19,1789048409.9656,159901.0,55088.0,0.0,0.3906,6.0,6.0,130163.0,661.0,2.0,91384.0,
30.2,1789048411.9768,203564.0,73632.0,0.0,0.4215,8.0,5.0,159901.0,683.0,2.0,105496.0,0.4247
32.21,1789048413.9887,203564.0,73632.0,0.0,0.4524,8.0,5.0,171706.0,711.0,2.0,111297.0,
34.22,1789048415.9999,203564.0,73632.0,0.0,0.4833,8.0,5.0,171706.0,739.0,2.0,111325.0,
36.24,1789048418.0125,249992.0,94976.0,0.0,0.499,9.0,5.0,171706.0,753.0,2.0,111339.0,0.4597
38.25,1789048420.0259,249992.0,94976.0,0.0,0.5222,9.0,6.0,203564.0,777.0,2.0,130709.0,
40.26,1789048422.0352,249992.0,94976.0,0.0,0.5453,9.0,7.0,203564.0,801.0,2.0,130733.0,
42.27,1789048424.0486,249992.0,94976.0,0.0,0.5607,9.0,7.0,203564.0,817.0,2.0,130749.0,
44.29,1789048426.0666,249992.0,94976.0,0.0,0.5762,9.0,8.0,203564.0,833.0,2.0,130765.0,
46.3,1789048428.0785,281864.0,111072.0,0.0,0.5917,10.0,7.0,203564.0,849.0,2.0,130781.0,0.505
48.31,1789048430.091,281864.0,111072.0,0.0,0.6149,10.0,8.0,249992.0,876.0,2.0,155892.0,
50.33,1789048432.1043,281864.0,111072.0,0.0,0.6383,10.0,8.0,249992.0,903.0,2.0,155919.0,
52.34,1789048434.1166,304330.0,122432.0,0.0,0.6615,11.0,7.0,281864.0,931.0,2.0,171723.0,0.5057
54.35,1789048436.1294,322445.0,132784.0,0.0,0.6923,12.0,6.0,281864.0,971.0,2.0,171763.0,0.5715
56.37,1789048438.1446,347920.0,145824.0,0.0,0.731,13.0,5.0,322445.0,1027.0,2.0,190688.0,0.5119
58.38,1789048440.156,347920.0,145824.0,0.0,0.7621,13.0,5.0,322445.0,1075.0,2.0,190736.0,
60.39,1789048442.1686,371452.0,157616.0,0.0,0.7853,14.0,4.0,347920.0,1113.0,2.0,203209.0,0.5011
62.4,1789048444.1809,383005.0,163648.0,0.0,0.8161,15.0,3.0,347920.0,1165.0,2.0,203261.0,0.5221
64.42,1789048446.1939,406910.0,176144.0,0.0,0.8548,16.0,2.0,383005.0,1237.0,2.0,220594.0,0.5227
66.43,1789048448.204,406910.0,176144.0,0.0,0.877,16.0,2.0,406910.0,1378.0,2.0,232144.0,
