run_id,student,persona,burst,start_s,duration_s,steps,failed_steps,context_tokens,phase
shared_50_c64k,10,worstelaar,1,1.997,2.086,2,0,13064,warmup
shared_50_c64k,8,worstelaar,1,0.326,36.084,4,0,13428,warmup
shared_50_c64k,15,afhaker,1,20.822,26.012,2,0,9732,warmup
shared_50_c64k,14,afhaker,1,36.259,12.374,2,0,12213,warmup
shared_50_c64k,0,worstelaar,1,26.445,22.892,2,0,18785,warmup
shared_50_c64k,19,gemiddelde,1,4.36,53.392,3,0,32126,warmup
shared_50_c64k,18,gemiddelde,1,27.619,30.251,3,0,25272,warmup
shared_50_c64k,2,gemiddelde,1,21.77,44.804,3,0,28430,warmup
shared_50_c64k,3,gemiddelde,1,22.724,44.287,4,0,27841,warmup
shared_50_c64k,4,gemiddelde,1,24.708,43.297,5,0,25738,warmup
shared_50_c64k,16,gemiddelde,1,38.978,30.906,3,0,25373,warmup
shared_50_c64k,1,gemiddelde,1,16.197,56.192,7,0,25254,warmup
shared_50_c64k,9,worstelaar,1,46.933,25.475,4,0,18543,warmup
shared_50_c64k,12,gemiddelde,1,4.365,75.191,8,0,30935,warmup
shared_50_c64k,7,doorpakker,1,22.032,59.674,9,0,44806,warmup
shared_50_c64k,13,gemiddelde,1,34.613,52.87,8,0,24532,warmup
shared_50_c64k,17,doorpakker,1,41.436,57.352,11,0,45940,warmup
shared_50_c64k,6,doorpakker,1,13.946,88.447,12,0,43982,warmup
shared_50_c64k,19,gemiddelde,2,111.101,22.783,7,0,34819,measure
shared_50_c64k,17,doorpakker,2,117.043,32.464,8,0,48451,measure
shared_50_c64k,18,gemiddelde,2,142.059,7.783,3,0,25912,measure
shared_50_c64k,16,gemiddelde,2,124.23,30.629,4,0,26701,measure
shared_50_c64k,7,doorpakker,2,128.801,38.835,8,0,46888,measure
shared_50_c64k,4,gemiddelde,2,145.98,30.115,8,0,28484,measure
shared_50_c64k,6,doorpakker,2,153.739,24.193,9,0,46898,measure
shared_50_c64k,8,worstelaar,2,164.985,13.898,4,0,13635,measure
shared_50_c64k,1,gemiddelde,2,183.248,8.164,3,0,25901,measure
shared_50_c64k,16,gemiddelde,3,197.717,8.813,3,0,27727,measure
shared_50_c64k,17,doorpakker,3,181.428,44.947,9,0,51623,measure
shared_50_c64k,19,gemiddelde,3,202.196,27.936,8,0,36966,measure
shared_50_c64k,13,gemiddelde,2,212.906,25.87,5,0,26471,measure
shared_50_c64k,7,doorpakker,3,214.416,36.237,9,0,49224,measure
shared_50_c64k,11,worstelaar,1,233.709,22.016,4,0,19561,measure
shared_50_c64k,18,gemiddelde,3,235.325,23.987,4,0,28761,measure
shared_50_c64k,6,doorpakker,3,197.758,66.926,15,0,52847,measure
shared_50_c64k,0,worstelaar,2,287.655,10.262,2,0,20766,measure
shared_50_c64k,1,gemiddelde,3,288.04,11.22,5,0,26849,measure
shared_50_c64k,10,worstelaar,2,295.561,11.189,2,0,11958,measure
shared_50_c64k,13,gemiddelde,3,287.758,23.335,6,0,29755,measure
shared_50_c64k,3,gemiddelde,2,308.636,10.914,3,0,28696,measure
shared_50_c64k,17,doorpakker,4,286.289,37.813,9,0,53978,measure
shared_50_c64k,14,afhaker,2,317.582,9.534,3,0,13302,measure
shared_50_c64k,16,gemiddelde,4,335.714,6.505,3,0,28929,measure
shared_50_c64k,8,worstelaar,3,334.083,9.391,3,0,15215,measure
shared_50_c64k,18,gemiddelde,4,319.158,29.037,4,0,30288,measure
shared_50_c64k,6,doorpakker,4,303.485,48.654,8,0,55094,measure
shared_50_c64k,4,gemiddelde,3,323.358,32.342,7,0,31489,measure
shared_50_c64k,7,doorpakker,4,322.159,52.213,11,0,52928,measure
shared_50_c64k,11,worstelaar,2,376.98,10.966,3,0,20279,measure
shared_50_c64k,12,gemiddelde,2,359.175,32.529,8,0,34199,measure
shared_50_c64k,17,doorpakker,5,383.393,12.962,3,0,55064,measure
shared_50_c64k,2,gemiddelde,2,371.814,25.067,6,0,29774,measure
shared_50_c64k,13,gemiddelde,4,394.04,3.816,1,0,30002,measure
shared_50_c64k,6,doorpakker,5,381.521,16.508,4,0,36311,measure
shared_50_c64k,1,gemiddelde,4,391.682,6.745,1,0,27069,measure
