t_s,t_wall,prefix_cache_queries,prefix_cache_hits,preemptions,kv_cache_usage,requests_running,requests_waiting,prompt_tokens,generation_tokens,request_success,iteration_tokens,prefix_cache_hit_rate_window
0.21,1789112497.7574,23.0,0.0,0.0,0.0,0.0,0.0,23.0,16.0,2.0,39.0,
2.22,1789112499.7701,43374.0,12080.0,0.0,0.0548,4.0,1.0,22987.0,37.0,2.0,17904.0,0.2787
4.24,1789112501.7852,72198.0,33136.0,0.0,0.0709,5.0,0.0,72198.0,854.0,4.0,39916.0,0.7305
6.25,1789112503.7992,105930.0,65376.0,0.0,0.0569,3.0,0.0,105930.0,1688.0,9.0,42242.0,0.9558
8.27,1789112505.8136,119531.0,78720.0,0.0,0.069,4.0,0.0,119531.0,1851.0,9.0,42662.0,0.9811
10.28,1789112507.8283,160023.0,117408.0,0.0,0.0565,3.0,0.0,160023.0,2591.0,13.0,45206.0,0.9554
12.3,1789112509.8417,195925.0,152880.0,0.0,0.052,2.0,0.0,195925.0,3106.0,16.0,46151.0,0.988
14.31,1789112511.8543,233326.0,188880.0,0.0,0.0382,1.0,0.0,233326.0,3533.0,19.0,47979.0,0.9625
16.32,1789112513.8676,255479.0,210224.0,0.0,0.0397,1.0,0.0,255479.0,3816.0,20.0,49071.0,0.9635
18.34,1789112515.8826,300626.0,254848.0,0.0,0.0406,1.0,0.0,300626.0,4083.0,22.0,49861.0,0.9884
20.35,1789112517.8966,323643.0,277552.0,0.0,0.0412,1.0,0.0,323643.0,4369.0,23.0,50460.0,0.9864
22.36,1789112519.9103,370916.0,323904.0,0.0,0.0429,1.0,0.0,370916.0,4624.0,25.0,51636.0,0.9805
24.4,1789112521.9477,395681.0,348016.0,0.0,0.0443,1.0,0.0,395681.0,4892.0,26.0,52557.0,0.9736
26.42,1789112523.9617,420646.0,372848.0,0.0,0.0447,1.0,0.0,420646.0,5173.0,27.0,52971.0,0.9947
28.43,1789112525.9745,420646.0,372848.0,0.0,0.0453,1.0,0.0,420646.0,5470.0,27.0,53268.0,
30.44,1789112527.9867,445825.0,397888.0,0.0,0.0451,1.0,0.0,445825.0,5743.0,28.0,53680.0,0.9945
32.46,1789112530.0047,445825.0,397888.0,0.0,0.0,0.0,0.0,445825.0,5830.0,29.0,53767.0,
34.47,1789112532.0192,445825.0,397888.0,0.0,0.0,0.0,0.0,445825.0,5830.0,29.0,53767.0,
